F1,F2,F3,Target
-6.53,-0.720192745,-2.733913765,G
45.7,13.03871492,49.49608624,G
-2.46,0.351964142,1.336086235,G
-28.5,-6.5077325,-24.70391377,G
24,7.322301053,27.79608624,G
-45,-10.85431447,-41.20391377,G
-39.5,-9.405453816,-35.70391377,G
-14,-2.688008947,-10.20391377,G
0.744,1.195991333,4.540086235,G
-33.6,-7.851221474,-29.80391377,G
12.8,4.371893895,16.59608624,G
-21.7,-4.716413869,-17.90391377,G
0.201,1.052949271,3.997086235,G
-23.3,-5.137900605,-19.50391377,G
23.7,7.24327229,27.49608624,G
0.126,1.033192081,3.922086235,G
-12,-2.161150526,-8.203913765,G
-37.8,-8.957624158,-34.00391377,G
3.99,2.05108255,7.786086235,G
-0.539,0.858011656,3.257086235,G
68.4,19.018558,72.19608624,G
-10.6,-1.792349632,-6.803913765,G
-2.11,0.444164366,1.686086235,G
13.7,4.608980184,17.49608624,G
9.59,3.526286129,13.38608624,G
-23.5,-5.190586448,-19.70391377,G
-10.8,-1.845035474,-7.003913765,G
3.51,1.924636529,7.306086235,G
-24.9,-5.559387342,-21.10391376,G
-13.2,-2.477265579,-9.403913765,G
-89.3,-22.5242285,-85.50391377,G
-2.29,0.396747108,1.506086235,G
-12.3,-2.24017929,-8.503913765,G
10.3,3.713320868,14.09608624,G
15.3,5.030466921,19.09608624,G
-24.1,-5.348643974,-20.30391377,G
19.8,6.215898369,23.59608624,G
55.1,15.5149495,58.89608624,G
63.8,17.80678363,67.59608624,G
-5.97,-0.572672387,-2.173913765,G
-0.704,0.814545836,3.092086235,G
-16,-3.214867369,-12.20391377,G
-4.2,-0.106402684,-0.403913765,G
6.71,2.767610003,10.50608624,G
-19.2,-4.057840842,-15.40391376,G
-33.5,-7.824878553,-29.70391377,G
-48.3,-11.72363087,-44.50391377,G
6.42,2.691215532,10.21608623,G
23.9,7.295958132,27.69608624,G
54.7,15.40957782,58.49608624,G
21.1,6.558356342,24.89608624,G
-3.05,0.196540908,0.746086235,G
-8.94,-1.355057142,-5.143913765,G
43.5,12.45917066,47.29608624,G
-7.27,-0.915130361,-3.473913765,G
-4.29,-0.130111313,-0.493913765,G
-37.7,-8.931281237,-33.90391377,G
-58,-14.27889421,-54.20391377,G
17.6,5.636354105,21.39608624,G
-31.4,-7.271677211,-27.60391376,G
0.0375,1.009878595,3.833586235,G
13.1,4.450922658,16.89608624,G
-4.01,-0.056351134,-0.213913765,G
-10.7,-1.818692553,-6.903913765,G
29.6,8.797504632,33.39608624,G
10.2,3.686977947,13.99608624,G
29.9,8.876533395,33.69608623,G
-13.5,-2.556294342,-9.703913765,G
-1.93,0.491581624,1.866086235,G
-24.2,-5.374986895,-20.40391377,G
-10.7,-1.818692553,-6.903913765,G
-24.8,-5.533044421,-21.00391377,G
9.42,3.481503163,13.21608623,G
-29.2,-6.692132948,-25.40391377,G
15.8,5.162181526,19.59608624,G
-16.1,-3.24121029,-12.30391377,G
36.4,10.58882326,40.19608623,G
2.98,1.785019047,6.776086235,G
-2.06,0.457335826,1.736086235,G
-3.14,0.172832279,0.656086235,G
6.73,2.772878587,10.52608624,G
-37.3,-8.825909553,-33.50391377,G
11.3,3.976750079,15.09608624,G
-7.8,-1.054747842,-4.003913765,G
-17,-3.478296579,-13.20391377,G
-25.9,-5.822816553,-22.10391376,G
18.6,5.899783316,22.39608624,G
-4.96,-0.306608884,-1.163913765,G
-17.5,-3.610011184,-13.70391377,G
-38.6,-9.168367527,-34.80391377,G
-39.8,-9.484482579,-36.00391377,G
32.1,9.456077658,35.89608624,G
0.503,1.132504893,4.299086235,G
2.12,1.558469926,5.916086235,G
-10.3,-1.713320868,-6.503913765,G
3.75,1.987859539,7.546086235,G
62.2,17.3852969,65.99608624,G
23,7.058871842,26.79608624,G
20.1,6.294927132,23.89608624,G
-53.1,-12.98809108,-49.30391377,G
11,3.897721316,14.79608624,G
-19.2,-4.057840842,-15.40391376,G
-20.8,-4.479327579,-17.00391377,G
-6.35,-0.672775487,-2.553913765,G
-4.81,-0.267094503,-1.013913765,G
-21.6,-4.690070948,-17.80391377,G
-4.17,-0.098499808,-0.373913765,G
61.9,17.30626813,65.69608624,G
14.2,4.74069479,17.99608624,G
-1.53,0.596953308,2.266086235,G
-10.8,-1.845035474,-7.003913765,G
13.2,4.477265579,16.99608624,G
-31.9,-7.403391816,-28.10391376,G
29.6,8.797504632,33.39608624,G
2.41,1.634864397,6.206086235,G
11.2,3.950407158,14.99608624,G
6.09,2.604283892,9.886086235,G
9.2,3.423548737,12.99608624,G
-20,-4.268584211,-16.20391377,G
7.3,2.923033237,11.09608624,G
9.19,3.420914445,12.98608623,G
68.9,19.15027261,72.69608624,G
14.5,4.819723553,18.29608624,G
24.5,7.454015658,28.29608624,G
-21.1,-4.558356342,-17.30391377,G
32.5,9.561449342,36.29608624,G
65.6,18.28095621,69.39608624,G
-0.624,0.835620173,3.172086235,G
36.5,10.61516618,40.29608624,G
-28.6,-6.534075421,-24.80391377,G
-7.79,-1.05211355,-3.993913765,G
-20.5,-4.400298816,-16.70391377,G
-48.5,-11.77631671,-44.70391377,G
-4.06,-0.069522595,-0.263913765,G
-2.77,0.270301087,1.026086235,G
-14.6,-2.846066474,-10.80391377,G
-8.81,-1.320811345,-5.013913765,G
53.2,15.014434,56.99608624,G
34.6,10.11465068,38.39608624,G
-16.6,-3.372924895,-12.80391377,G
8.92,3.349788558,12.71608623,G
-1.26,0.668079195,2.536086235,G
-16.5,-3.346581974,-12.70391377,G
4.12,2.085328347,7.916086235,G
-9.58,-1.523651837,-5.783913765,G
-23.4,-5.164243526,-19.60391376,G
11.2,3.950407158,14.99608624,G
6.15,2.620089645,9.946086235,G
-19.2,-4.057840842,-15.40391376,G
-46.7,-11.30214413,-42.90391377,G
3.32,1.874584979,7.116086235,G
-58.7,-14.46329466,-54.90391377,G
-0.934,0.753957117,2.862086235,G
47.1,13.40751582,50.89608624,G
-0.219,0.942309003,3.577086235,G
-23.7,-5.24327229,-19.90391377,G
-18.7,-3.926126237,-14.90391376,G
31,9.166305527,34.79608624,G
-31.5,-7.298020132,-27.70391377,G
3.71,1.977322371,7.506086235,G
-31.4,-7.271677211,-27.60391376,G
-22.8,-5.006186,-19.00391377,G
-80.9,-20.31142313,-77.10391377,G
-46,-11.11774368,-42.20391377,G
-8.39,-1.210171076,-4.593913765,G
-39.6,-9.431796737,-35.80391377,G
18.2,5.794411632,21.99608624,G
14.7,4.872409395,18.49608624,G
-22.2,-4.848128474,-18.40391377,G
-18.8,-3.952469158,-15.00391377,G
22.8,7.006186,26.59608624,G
6.5,2.712289868,10.29608624,G
-40.2,-9.589854263,-36.40391377,G
18.9,5.978812079,22.69608624,G
6.32,2.664872611,10.11608624,G
-37.8,-8.957624158,-34.00391377,G
-18.6,-3.899783316,-14.80391377,G
-19.3,-4.084183763,-15.50391377,G
-20.3,-4.347612974,-16.50391377,G
24.9,7.559387342,28.69608624,G
-20.3,-4.347612974,-16.50391377,G
10.7,3.818692553,14.49608624,G
15.3,5.030466921,19.09608624,G
12.9,4.398236816,16.69608624,G
-18,-3.74172579,-14.20391377,G
86.9,23.8919984,90.69608624,G
12.4,4.266522211,16.19608624,G
-11.6,-2.055778842,-7.803913765,G
-4.43,-0.166991403,-0.633913765,G
27.4,8.217960369,31.19608624,G
-56.7,-13.93643624,-52.90391377,G
-24.2,-5.374986895,-20.40391377,G
-51.1,-12.46123266,-47.30391377,G
-7.68,-1.023136337,-3.883913765,G
-33.2,-7.74584979,-29.40391377,G
-2.59,0.317718345,1.206086235,G
-41.5,-9.932312237,-37.70391377,G
-15,-2.951438158,-11.20391377,G
-31.2,-7.218991369,-27.40391377,G
-26.8,-6.059902842,-23.00391377,G
-2.06,0.457335826,1.736086235,G
8.85,3.331348513,12.64608623,G
-20.7,-4.452984658,-16.90391377,G
-7.91,-1.083725055,-4.113913765,G
1.33,1.35036085,5.126086235,G
2.62,1.690184532,6.416086235,G
-20.6,-4.426641737,-16.80391377,G
6.16,2.622723937,9.956086235,G
24.5,7.454015658,28.29608624,G
24.1,7.348643974,27.89608624,G
5.23,2.377734771,9.026086235,G
43,12.32745605,46.79608624,G
-12.6,-2.319208053,-8.803913765,G
-32.9,-7.666821027,-29.10391376,G
-54.3,-13.30420613,-50.50391377,G
-28.8,-6.586761263,-25.00391377,G
-8.95,-1.357691434,-5.153913765,G
-9.61,-1.531554713,-5.813913765,G
-17.2,-3.530982421,-13.40391376,G
-13.6,-2.582637263,-9.803913765,G
-2.33,0.386209939,1.466086235,G
-36.8,-8.694194948,-33.00391377,G
51.9,14.67197603,55.69608623,G
5.6,2.475203579,9.396086235,G
-20.3,-4.347612974,-16.50391377,G
-11.8,-2.108464684,-8.003913765,G
16.4,5.320239053,20.19608624,G
19.1,6.031497921,22.89608624,G
-3.89,-0.024739629,-0.093913765,G
22.7,6.979843079,26.49608624,G
-15.1,-2.977781079,-11.30391377,G
4.28,2.127477021,8.076086235,G
8.6,3.265491211,12.39608623,G
62,17.33261105,65.79608624,G
5.28,2.390906232,9.076086235,G
-7.76,-1.044210674,-3.963913765,G
-20.6,-4.426641737,-16.80391377,G
-5.25,-0.383003355,-1.453913765,G
-1.53,0.596953308,2.266086235,G
-22.8,-5.006186,-19.00391377,G
-22.4,-4.900814316,-18.60391376,G
25.8,7.796473632,29.59608624,G
-26.9,-6.086245763,-23.10391376,G
-42.8,-10.27477021,-39.00391377,G
-12.6,-2.319208053,-8.803913765,G
-20.2,-4.321270053,-16.40391377,G
6.1,2.606918184,9.896086235,G
-0.355,0.90648263,3.441086235,G
-17.7,-3.662697026,-13.90391376,G
29.2,8.692132948,32.99608624,G
7.19,2.894056024,10.98608624,G
-16.1,-3.24121029,-12.30391377,G
-52.4,-12.80369063,-48.60391377,G
-47.4,-11.48654458,-43.60391377,G
35.1,10.24636529,38.89608624,G
-24.6,-5.480358579,-20.80391377,G
-6.27,-0.65170115,-2.473913765,G
-29.1,-6.665790027,-25.30391377,G
4.33,2.140648482,8.126086235,G
21.5,6.663728026,25.29608624,G
71.4,19.80884563,75.19608624,G
-17.3,-3.557325342,-13.50391377,G
48.6,13.80265963,52.39608624,G
8.74,3.3023713,12.53608623,G
26.3,7.928188237,30.09608624,G
15,4.951438158,18.79608624,G
-57.5,-14.14717961,-53.70391377,G
-4.53,-0.193334324,-0.733913765,G
-21.1,-4.558356342,-17.30391377,G
-2.61,0.312449761,1.186086235,G
-0.971,0.744210237,2.825086235,G
10.2,3.686977947,13.99608624,G
-7.27,-0.915130361,-3.473913765,G
-5.34,-0.406711984,-1.543913765,G
11.3,3.976750079,15.09608624,G
-21.2,-4.584699263,-17.40391377,G
-49.8,-12.11877468,-46.00391377,G
-23.7,-5.24327229,-19.90391377,G
-17,-3.478296579,-13.20391377,G
-35.7,-8.404422816,-31.90391377,G
-9.23,-1.431451613,-5.433913765,G
7.45,2.962547618,11.24608624,G
-28.3,-6.455046658,-24.50391377,G
30.1,8.929219237,33.89608624,G
11.4,4.003093,15.19608624,G
-46.1,-11.14408661,-42.30391377,G
-19.5,-4.136869605,-15.70391377,G
1.4,1.368800895,5.196086235,G
18.1,5.768068711,21.89608624,G
-30.1,-6.929219237,-26.30391377,G
8.79,3.315542761,12.58608624,G
-4.98,-0.311877468,-1.183913765,G
4.67,2.230214413,8.466086235,G
-1.62,0.573244679,2.176086235,G
71.6,19.86153147,75.39608624,G
5.28,2.390906232,9.076086235,G
-16.1,-3.24121029,-12.30391377,G
-4.38,-0.153819942,-0.583913765,G
-48.4,-11.74997379,-44.60391377,G
-38.6,-9.168367527,-34.80391377,G
3.9,2.027373921,7.696086235,G
7.96,3.096896516,11.75608624,G
-4.27,-0.124842729,-0.473913765,G
13.6,4.582637263,17.39608624,G
7.28,2.917764653,11.07608624,G
-7.81,-1.057382134,-4.013913765,G
-11.1,-1.924064237,-7.303913765,G
30.6,9.060933842,34.39608624,G
-19.8,-4.215898369,-16.00391377,G
53.9,15.19883445,57.69608623,G
11.8,4.108464684,15.59608624,G
-13.4,-2.529951421,-9.603913765,G
-27.9,-6.349674974,-24.10391376,G
-7.26,-0.912496068,-3.463913765,G
-13.4,-2.529951421,-9.603913765,G
13.4,4.529951421,17.19608624,G
-33.1,-7.719506869,-29.30391377,G
-43.7,-10.5118565,-39.90391377,G
-29.4,-6.74481879,-25.60391376,G
-1.19,0.686519239,2.606086235,G
4.8,2.264460211,8.596086235,G
-15.8,-3.162181526,-12.00391377,G
-15.5,-3.083152763,-11.70391377,G
54.4,15.33054905,58.19608623,G
-5.32,-0.4014434,-1.523913765,G
-11,-1.897721316,-7.203913765,G
-18.7,-3.926126237,-14.90391376,G
7.04,2.854541642,10.83608624,G
-36.1,-8.5097945,-32.30391377,G
-52.4,-12.80369063,-48.60391377,G
15.3,5.030466921,19.09608624,G
21.9,6.769099711,25.69608624,G
-26.4,-5.954531158,-22.60391376,G
3.87,2.019471045,7.666086235,G
35.8,10.43076574,39.59608623,G
42.6,12.22208437,46.39608624,G
-49.6,-12.06608884,-45.80391377,G
-32,-7.429734737,-28.20391377,G
32.7,9.614135184,36.49608624,G
36.1,10.5097945,39.89608624,G
13.3,4.5036085,17.09608624,G
21.1,6.558356342,24.89608624,G
13.4,4.529951421,17.19608624,G
-38.3,-9.089338763,-34.50391377,G
-10.8,-1.845035474,-7.003913765,G
40.9,11.77425471,44.69608623,G
-3.95,-0.040545382,-0.153913765,G
-16.4,-3.320239053,-12.60391376,G
-2.62,0.309815468,1.176086235,G
-21.7,-4.716413869,-17.90391377,G
-35.2,-8.272708211,-31.40391377,G
-16.8,-3.425610737,-13.00391377,G
-3.97,-0.045813966,-0.173913765,G
-18.9,-3.978812079,-15.10391376,G
-22,-4.795442632,-18.20391377,G
-19.2,-4.057840842,-15.40391376,G
-4.82,-0.269728795,-1.023913765,G
-34.8,-8.167336527,-31.00391376,G
-35.6,-8.378079895,-31.80391377,G
-26.9,-6.086245763,-23.10391376,G
-15.8,-3.162181526,-12.00391377,G
-27.5,-6.24430329,-23.70391377,G
-39.4,-9.379110895,-35.60391377,G
5.49,2.446226366,9.286086235,G
-1.57,0.586416139,2.226086235,G
42.2,12.11671268,45.99608624,G
14.9,4.925095237,18.69608624,G
-4.28,-0.127477021,-0.483913765,G
-4.98,-0.311877468,-1.183913765,G
-18.9,-3.978812079,-15.10391376,G
-1.37,0.639101982,2.426086235,G
-28.1,-6.402360816,-24.30391377,G
-6.49,-0.709655576,-2.693913765,G
-21.5,-4.663728026,-17.70391377,G
-47.6,-11.53923042,-43.80391377,G
-0.797,0.790046919,2.999086235,G
6.19,2.630626813,9.986086235,G
-8.82,-1.323445637,-5.023913765,G
-29,-6.639447105,-25.20391377,G
64.8,18.07021284,68.59608624,G
-48.2,-11.69728795,-44.40391377,G
-47.8,-11.59191626,-44.00391377,G
-90.8,-22.91937232,-87.00391377,G
-8.84,-1.328714221,-5.043913765,G
2.77,1.729698913,6.566086235,G
-27.6,-6.270646211,-23.80391377,G
-18.5,-3.873440395,-14.70391377,G
-35.1,-8.24636529,-31.30391377,G
-25.3,-5.664759026,-21.50391377,G
-20.3,-4.347612974,-16.50391377,G
-7.83,-1.062650718,-4.033913765,G
31.7,9.350705974,35.49608624,G
-49.2,-11.96071716,-45.40391377,G
-21.3,-4.611042184,-17.50391377,G
40.1,11.56351134,43.89608624,G
29.6,8.797504632,33.39608624,G
-33.3,-7.772192711,-29.50391376,G
31,9.166305527,34.79608624,G
-22.1,-4.821785553,-18.30391377,G
6.71,2.767610003,10.50608624,G
-96.1,-24.31554713,-92.30391376,G
5.78,2.522620837,9.576086235,G
-38.8,-9.221053369,-35.00391377,G
-0.927,0.755801122,2.869086235,G
-18.3,-3.820754553,-14.50391377,G
30.9,9.139962605,34.69608623,G
5.84,2.53842659,9.636086235,G
-0.691,0.817970416,3.105086235,G
1.44,1.379338063,5.236086235,G
-0.322,0.915175794,3.474086235,G
57.8,16.22620837,61.59608623,G
17.7,5.662697026,21.49608624,G
70.3,19.5190735,74.09608624,G
-40.8,-9.74791179,-37.00391377,G
-20.7,-4.452984658,-16.90391377,G
-21.7,-4.716413869,-17.90391377,G
-10.4,-1.73966379,-6.603913765,G
11.8,4.108464684,15.59608624,G
-19,-4.005155,-15.20391377,G
-20.9,-4.5056705,-17.10391376,G
-18.6,-3.899783316,-14.80391377,G
45.6,13.012372,49.39608624,G
44.6,12.74894279,48.39608624,G
-31.7,-7.350705974,-27.90391377,G
-12.3,-2.24017929,-8.503913765,G
-1.48,0.610124768,2.316086235,G
3.28,1.864047811,7.076086235,G
-20.5,-4.400298816,-16.70391377,G
20.8,6.479327579,24.59608624,G
-2.78,0.267666795,1.016086235,G
22.6,6.953500158,26.39608624,G
-12.4,-2.266522211,-8.603913765,G
-28,-6.376017895,-24.20391377,G
-53.8,-13.17249153,-50.00391377,G
11.4,4.003093,15.19608624,G
29.8,8.850190474,33.59608624,G
-2.57,0.322986929,1.226086235,G
-6.27,-0.65170115,-2.473913765,G
-22.4,-4.900814316,-18.60391376,G
-21.6,-4.690070948,-17.80391377,G
-45.2,-10.90700032,-41.40391377,G
21.8,6.74275679,25.59608624,G
3.99,2.05108255,7.786086235,G
-32.7,-7.614135184,-28.90391377,G
-37.7,-8.931281237,-33.90391377,G
-1.34,0.647004858,2.456086235,G
1.77,1.466269703,5.566086235,G
5.57,2.467300703,9.366086235,G
-8.12,-1.13904519,-4.323913765,G
25.3,7.664759026,29.09608624,G
-73.7,-18.41473282,-69.90391377,G
-1.65,0.565341803,2.146086235,G
-20.8,-4.479327579,-17.00391377,G
-32.1,-7.456077658,-28.30391377,G
-27.3,-6.191617448,-23.50391377,G
-27.9,-6.349674974,-24.10391376,G
16.4,5.320239053,20.19608624,G
-14.4,-2.793380632,-10.60391377,G
-3.26,0.141220774,0.536086235,G
-32.3,-7.5087635,-28.50391376,G
5.92,2.559500926,9.716086235,G
31.4,9.271677211,35.19608623,G
-21.8,-4.74275679,-18.00391377,G
-14.6,-2.846066474,-10.80391377,G
-19.7,-4.189555447,-15.90391376,G
-22.5,-4.927157237,-18.70391377,G
-65.6,-16.28095621,-61.80391377,G
-61.3,-15.14821061,-57.50391377,G
6.81,2.793952924,10.60608624,G
-12.5,-2.292865132,-8.703913765,G
20.1,6.294927132,23.89608624,G
-1.65,0.565341803,2.146086235,G
15.4,5.056809842,19.19608624,G
-12,-2.161150526,-8.203913765,G
23.6,7.216929369,27.39608624,G
-6.53,-0.720192745,-2.733913765,G
46,13.11774368,49.79608624,G
-3.83,-0.008933876,-0.033913765,G
-3.09,0.186003739,0.706086235,G
-15.6,-3.109495684,-11.80391377,G
38,11.01031,41.79608624,G
-25.3,-5.664759026,-21.50391377,G
19.6,6.163212526,23.39608624,G
-28.9,-6.613104184,-25.10391376,G
-42.1,-10.09036976,-38.30391377,G
-11.9,-2.134807605,-8.103913765,G
29.4,8.74481879,33.19608623,G
39.7,11.45813966,43.49608624,G
-7.43,-0.957279034,-3.633913765,G
-8.91,-1.347154266,-5.113913765,G
5.93,2.562135218,9.726086235,G
-1.78,0.531096005,2.016086235,G
-42.9,-10.30111313,-39.10391377,G
13.8,4.635323105,17.59608624,G
-8.07,-1.125873729,-4.273913765,G
5.9,2.554232342,9.696086235,G
-24.8,-5.533044421,-21.00391377,G
11.4,4.003093,15.19608624,G
7.28,2.917764653,11.07608624,G
-9.57,-1.521017545,-5.773913765,G
15.1,4.977781079,18.89608624,G
-19.8,-4.215898369,-16.00391377,G
-0.396,0.895682033,3.400086235,G
-35.5,-8.351736974,-31.70391377,G
70.3,19.5190735,74.09608624,G
7.55,2.98889054,11.34608624,G
-12.2,-2.213836368,-8.403913765,G
-4.19,-0.103768392,-0.393913765,G
8.11,3.136410897,11.90608624,G
5.85,2.541060882,9.646086235,G
54.8,15.43592074,58.59608623,G
-2.31,0.391478524,1.486086235,G
-21.4,-4.637385105,-17.60391376,G
-14.2,-2.74069479,-10.40391376,G
-13.7,-2.608980184,-9.903913765,G
-32.1,-7.456077658,-28.30391377,G
-4.21,-0.109036976,-0.413913765,G
-28.2,-6.428703737,-24.40391377,G
36.8,10.69419495,40.59608623,G
14.9,4.925095237,18.69608624,G
-25,-5.585730263,-21.20391377,G
-18.4,-3.847097474,-14.60391376,G
-3.55,0.064826303,0.246086235,G
-25.3,-5.664759026,-21.50391377,G
7.77,3.046844966,11.56608624,G
-8.5,-1.23914829,-4.703913765,G
1.41,1.371435187,5.206086235,G
-20.7,-4.452984658,-16.90391377,G
11.9,4.134807605,15.69608624,G
1.49,1.392509524,5.286086235,G
-11.6,-2.055778842,-7.803913765,G
-41.4,-9.905969316,-37.60391377,G
15.3,5.030466921,19.09608624,G
4.14,2.090596932,7.936086235,G
-10.2,-1.686977947,-6.403913765,G
-0.587,0.845367053,3.209086235,G
10.8,3.845035474,14.59608624,G
-4.72,-0.243385874,-0.923913765,G
-11.6,-2.055778842,-7.803913765,G
-5.03,-0.325048929,-1.233913765,G
4.83,2.272363087,8.626086235,G
-37.4,-8.852252474,-33.60391377,G
-21.2,-4.584699263,-17.40391377,G
-4.23,-0.114305561,-0.433913765,G
-24.6,-5.480358579,-20.80391377,G
44,12.59088526,47.79608624,G
-6.37,-0.678044071,-2.573913765,G
-30.2,-6.955562158,-26.40391377,G
12.8,4.371893895,16.59608624,G
13.5,4.556294342,17.29608624,G
24.9,7.559387342,28.69608624,G
-58.1,-14.30523713,-54.30391377,G
36.4,10.58882326,40.19608623,G
48.9,13.8816884,52.69608623,G
18.7,5.926126237,22.49608624,G
-1.06,0.720765037,2.736086235,G
11.5,4.029435921,15.29608624,G
7.02,2.849273058,10.81608624,G
-12.5,-2.292865132,-8.703913765,G
11.3,3.976750079,15.09608624,G
16.8,5.425610737,20.59608624,G
12.5,4.292865132,16.29608624,G
-0.285,0.924922675,3.511086235,G
-10.9,-1.871378395,-7.103913765,G
28.2,8.428703737,31.99608624,G
-6.54,-0.722827037,-2.743913765,G
-21.7,-4.716413869,-17.90391377,G
-14.7,-2.872409395,-10.90391376,G
-28.2,-6.428703737,-24.40391377,G
34.6,10.11465068,38.39608624,G
-21.8,-4.74275679,-18.00391377,G
-12.8,-2.371893895,-9.003913765,G
-5.01,-0.319780345,-1.213913765,G
-22.4,-4.900814316,-18.60391376,G
-1.88,0.504753084,1.916086235,G
24.8,7.533044421,28.59608624,G
-45,-10.85431447,-41.20391377,G
-52.8,-12.90906232,-49.00391377,G
-3.73,0.017409045,0.066086235,G
-31.4,-7.271677211,-27.60391376,G
6.91,2.820295845,10.70608624,G
-24.6,-5.480358579,-20.80391377,G
-4.27,-0.124842729,-0.473913765,G
11.5,4.029435921,15.29608624,G
-11.1,-1.924064237,-7.303913765,G
2.24,1.590081432,6.036086235,G
6.83,2.799221508,10.62608623,G
8.71,3.294468424,12.50608624,G
-13.3,-2.5036085,-9.503913765,G
2.56,1.674378779,6.356086235,G
-1.32,0.652273442,2.476086235,G
-32.8,-7.640478105,-29.00391376,G
40,11.53716842,43.79608624,G
-21.1,-4.558356342,-17.30391377,G
-58.1,-14.30523713,-54.30391377,G
-40.1,-9.563511342,-36.30391377,G
-17.2,-3.530982421,-13.40391376,G
21.2,6.584699263,24.99608624,G
-24.4,-5.427672737,-20.60391376,G
-46,-11.11774368,-42.20391377,G
-19.1,-4.031497921,-15.30391377,G
40.6,11.69522595,44.39608624,G
-0.215,0.94336272,3.581086235,G
44.5,12.72259987,48.29608624,G
-26.1,-5.875502395,-22.30391377,G
7.35,2.936204697,11.14608623,G
-21.9,-4.769099711,-18.10391376,G
-35.7,-8.404422816,-31.90391377,G
-27.2,-6.165274526,-23.40391377,G
-11.4,-2.003093,-7.603913765,G
-9.01,-1.373497187,-5.213913765,G
-36.7,-8.667852027,-32.90391377,G
11,3.897721316,14.79608624,G
4.11,2.082694055,7.906086235,G
-18.8,-3.952469158,-15.00391377,G
-27.4,-6.217960369,-23.60391376,G
-29.5,-6.771161711,-25.70391377,G
-15.4,-3.056809842,-11.60391377,G
-12.6,-2.319208053,-8.803913765,G
-0.349,0.908063206,3.447086235,G
-44.5,-10.72259987,-40.70391377,G
-5.3,-0.396174816,-1.503913765,G
-57.2,-14.06815084,-53.40391377,G
-7.43,-0.957279034,-3.633913765,G
-12.7,-2.345550974,-8.903913765,G
-17.4,-3.583668263,-13.60391376,G
13.9,4.661666026,17.69608624,G
13.9,4.661666026,17.69608624,G
20.3,6.347612974,24.09608624,G
-2.69,0.291375424,1.106086235,G
-14.1,-2.714351869,-10.30391377,G
15.8,5.162181526,19.59608624,G
-3.79,0.001603292,0.006086235,G
-1.08,0.715496453,2.716086235,G
3.42,1.9009279,7.216086235,G
-24.2,-5.374986895,-20.40391377,G
-9.9,-1.607949184,-6.103913765,G
-22.4,-4.900814316,-18.60391376,G
10,3.634292105,13.79608624,G
-31.8,-7.377048895,-28.00391377,G
4.33,2.140648482,8.126086235,G
-36.4,-8.588823263,-32.60391377,G
38.2,11.06299584,41.99608624,G
39.9,11.5108255,43.69608623,G
31.7,9.350705974,35.49608624,G
-8.16,-1.149582358,-4.363913765,G
27.8,8.323332053,31.59608624,G
3.44,1.906196484,7.236086235,G
-29,-6.639447105,-25.20391377,G
23.1,7.085214763,26.89608624,G
-32,-7.429734737,-28.20391377,G
-10.6,-1.792349632,-6.803913765,G
-34.8,-8.167336527,-31.00391376,G
36.9,10.72053787,40.69608623,G
-32.2,-7.482420579,-28.40391377,G
-53.9,-13.19883445,-50.10391377,G
7.07,2.862444518,10.86608624,G
0.612,1.161218677,4.408086235,G
-11.3,-1.976750079,-7.503913765,G
5.29,2.393540524,9.086086235,G
-32.3,-7.5087635,-28.50391376,G
-27,-6.112588684,-23.20391377,G
-26.1,-5.875502395,-22.30391377,G
-2.17,0.428358613,1.626086235,G
6.55,2.725461329,10.34608624,G
43.3,12.40648482,47.09608623,G
-3.43,0.096437808,0.366086235,G
7.25,2.909861776,11.04608624,G
3.98,2.048448258,7.776086235,G
11.1,3.924064237,14.89608623,G
-39.4,-9.379110895,-35.60391377,G
-16.3,-3.293896132,-12.50391377,G
-21.7,-4.716413869,-17.90391377,G
34.6,10.11465068,38.39608624,G
-12.8,-2.371893895,-9.003913765,G
4.67,2.230214413,8.466086235,G
7.54,2.986256247,11.33608624,G
-7.98,-1.1021651,-4.183913765,G
-28.5,-6.5077325,-24.70391377,G
11.6,4.055778842,15.39608623,G
-10,-1.634292105,-6.203913765,G
-6.84,-0.8018558,-3.043913765,G
19,6.005155,22.79608624,G
-19.6,-4.163212526,-15.80391377,G
-7.25,-0.909861776,-3.453913765,G
48.4,13.74997379,52.19608623,G
-19.2,-4.057840842,-15.40391376,G
0.801,1.211006798,4.597086235,G
103,28.13320868,106.7960862,G
-10.8,-1.845035474,-7.003913765,G
-50.1,-12.19780345,-46.30391377,G
35.6,10.37807989,39.39608624,G
61.3,17.14821061,65.09608624,G
-5.81,-0.530523713,-2.013913765,G
-5.76,-0.517352253,-1.963913765,G
-5.58,-0.469934995,-1.783913765,G
-23.7,-5.24327229,-19.90391377,G
-6.16,-0.622723937,-2.363913765,G
-32.8,-7.640478105,-29.00391376,G
-17.5,-3.610011184,-13.70391377,G
-5.8,-0.527889421,-2.003913765,G
-75,-18.75719079,-71.20391377,G
1.77,1.466269703,5.566086235,G
-43.8,-10.53819942,-40.00391377,G
-22.2,-4.848128474,-18.40391377,G
14.2,4.74069479,17.99608624,G
2.93,1.771847587,6.726086235,G
5.63,2.483106455,9.426086235,G
14,4.688008947,17.79608624,G
20.8,6.479327579,24.59608624,G
-0.515,0.864333957,3.281086235,G
-10.2,-1.686977947,-6.403913765,G
62,17.33261105,65.79608624,G
-18.3,-3.820754553,-14.50391377,G
-36.8,-8.694194948,-33.00391377,G
