F1,F2,F3,Target
-11.3,-0.923505404,-5.42530894,A
-14.6,-1.48523707,-8.72530894,A
-7.21,-0.227298581,-1.33530894,A
-0.823,0.859907527,5.05169106,A
-41.2,-6.013134747,-35.32530894,A
-21.1,-2.591678232,-15.22530894,A
-28.7,-3.885363282,-22.82530894,A
-74.1,-11.61342924,-68.22530894,A
2.4,1.408532121,8.27469106,A
-41.5,-6.064201262,-35.62530894,A
-24.5,-3.17043207,-18.62530894,A
1.98,1.337039,7.85469106,A
15.1,3.570347929,20.97469106,A
-27.5,-3.681097222,-21.62530894,A
-1.33,0.773605116,4.54469106,A
-5.93,-0.009414783,-0.05530894,A
-3.55,0.395712904,2.32469106,A
7.27,2.237511884,13.14469106,A
-19.8,-2.37039,-13.92530894,A
-5.3,0.097824899,0.57469106,A
-65.5,-10.14952247,-59.62530894,A
39.6,7.740779999,45.47469106,A
-11.4,-0.940527576,-5.52530894,A
-39.2,-5.672691313,-33.32530894,A
6.82,2.160912111,12.69469106,A
-53.9,-8.174950555,-48.02530894,A
-2.78,0.526783626,3.09469106,A
-19.1,-2.251234798,-13.22530894,A
-20.3,-2.455500858,-14.42530894,A
-5.07,0.136975894,0.80469106,A
-25.3,-3.306609444,-19.42530894,A
-21,-2.57465606,-15.12530894,A
8.24,2.402626949,14.11469106,A
53.3,10.07281752,59.17469106,A
0.575,1.097877487,6.44969106,A
17.5,3.97888005,23.37469106,A
-36.9,-5.281181363,-31.02530894,A
16.9,3.87674702,22.77469106,A
-10.2,-0.736261515,-4.32530894,A
23.5,5.000210353,29.37469106,A
16.9,3.87674702,22.77469106,A
-36.6,-5.230114848,-30.72530894,A
-40.1,-5.825890858,-34.22530894,A
24,5.085321212,29.87469106,A
-9.79,-0.666470611,-3.91530894,A
-1.26,0.785520636,4.61469106,A
17.3,3.944835707,23.17469106,A
-41.9,-6.132289949,-36.02530894,A
-3.54,0.397415121,2.33469106,A
0.865,1.147241785,6.73969106,A
-35,-4.9577601,-29.12530894,A
15.9,3.706525303,21.77469106,A
-12.7,-1.161815808,-6.82530894,A
-59.6,-9.145214343,-53.72530894,A
8.71,2.482631156,14.58469106,A
-29.3,-3.987496313,-23.42530894,A
5.26,1.895366232,11.13469106,A
-15.4,-1.621414444,-9.52530894,A
-49.7,-7.460019343,-43.82530894,A
19.4,4.302301313,25.27469106,A
-10.6,-0.804350202,-4.72530894,A
-33.3,-4.668383181,-27.42530894,A
-2.33,0.603383399,3.54469106,A
-22.2,-2.778922121,-16.32530894,A
-23.7,-3.034254697,-17.82530894,A
17.7,4.012924394,23.57469106,A
-19.5,-2.319323485,-13.62530894,A
40.2,7.84291303,46.07469106,A
1.96,1.333634566,7.83469106,A
-34.6,-4.889671414,-28.72530894,A
-21.1,-2.591678232,-15.22530894,A
17.2,3.927813535,23.07469106,A
11,2.872438889,16.87469106,A
-11.1,-0.88946106,-5.22530894,A
-19.9,-2.387412171,-14.02530894,A
7.94,2.351560434,13.81469106,A
-33.8,-4.75349404,-27.92530894,A
8.35,2.421351338,14.22469106,A
-33.5,-4.702427525,-27.62530894,A
26.8,5.56194202,32.67469106,A
-27.8,-3.732163737,-21.92530894,A
3.15,1.536198409,9.02469106,A
-29.9,-4.089629343,-24.02530894,A
6.2,2.055374646,12.07469106,A
-11,-0.872438889,-5.12530894,A
26.3,5.476831161,32.17469106,A
-13.3,-1.263948838,-7.42530894,A
-10.5,-0.78732803,-4.62530894,A
-50,-7.511085858,-44.12530894,A
-18.4,-2.132079596,-12.52530894,A
39.9,7.791846515,45.77469106,A
7.57,2.288578399,13.44469106,A
-28.1,-3.783230252,-22.22530894,A
18.4,4.132079596,24.27469106,A
-23.1,-2.932121666,-17.22530894,A
12.5,3.127771464,18.37469106,A
-3.24,0.448481636,2.63469106,A
10.3,2.753283687,16.17469106,A
-37.8,-5.434380909,-31.92530894,A
-29.3,-3.987496313,-23.42530894,A
1.7,1.289376919,7.57469106,A
38.8,7.604602626,44.67469106,A
23.1,4.932121666,28.97469106,A
21.4,4.642744747,27.27469106,A
-4.28,0.271451051,1.59469106,A
-43.7,-6.43868904,-37.82530894,A
-2.04,0.652747697,3.83469106,A
13.1,3.229904495,18.97469106,A
48.5,9.255753282,54.37469106,A
-12.1,-1.059682778,-6.22530894,A
37.6,7.400336565,43.47469106,A
8.95,2.523484369,14.82469106,A
-19.9,-2.387412171,-14.02530894,A
-15.5,-1.638436616,-9.62530894,A
-47.8,-7.13659808,-41.92530894,A
-32.9,-4.600294494,-27.02530894,A
3.52,1.599180444,9.39469106,A
-12,-1.042660606,-6.12530894,A
-5.81,0.011011823,0.06469106,A
-5.56,0.053567253,0.31469106,A
-24.6,-3.187454242,-18.72530894,A
-29.6,-4.038562828,-23.72530894,A
-7.98,-0.358369303,-2.10530894,A
23.6,5.017232525,29.47469106,A
4.63,1.78812655,10.50469106,A
11.4,2.940527576,17.27469106,A
15.5,3.638436616,21.37469106,A
-12.4,-1.110749293,-6.52530894,A
2.34,1.398318818,8.21469106,A
-17.2,-1.927813535,-11.32530894,A
38.8,7.604602626,44.67469106,A
31.6,6.379006262,37.47469106,A
20,4.404434343,25.87469106,A
5.04,1.857917454,10.91469106,A
18.7,4.183146111,24.57469106,A
-33,-4.617316666,-27.12530894,A
-3.73,0.365072995,2.14469106,A
-4.09,0.303793177,1.78469106,A
-52.9,-8.004728838,-47.02530894,A
2.72,1.463003071,8.59469106,A
62,11.55374646,67.87469106,A
10.3,2.753283687,16.17469106,A
-5.92,-0.007712566,-0.04530894,A
7.46,2.26985401,13.33469106,A
-21.8,-2.710833434,-15.92530894,A
-13.3,-1.263948838,-7.42530894,A
-1.67,0.715729732,4.20469106,A
-9.45,-0.608595227,-3.57530894,A
19.3,4.285279141,25.17469106,A
26.4,5.493853333,32.27469106,A
60,11.21330303,65.87469106,A
-12.1,-1.059682778,-6.22530894,A
-32.4,-4.515183636,-26.52530894,A
18.9,4.217190454,24.77469106,A
-11,-0.872438889,-5.12530894,A
-25.3,-3.306609444,-19.42530894,A
10.3,2.753283687,16.17469106,A
7.76,2.320920525,13.63469106,A
-17.6,-1.995902222,-11.72530894,A
-44.8,-6.625932929,-38.92530894,A
0.136,1.023150154,6.01069106,A
-16.3,-1.77461399,-10.42530894,A
-2.44,0.58465901,3.43469106,A
3.37,1.573647187,9.24469106,A
-27.1,-3.613008535,-21.22530894,A
-60.1,-9.230325201,-54.22530894,A
-21.8,-2.710833434,-15.92530894,A
17.4,3.961857879,23.27469106,A
-8.21,-0.397520298,-2.33530894,A
25.8,5.391720303,31.67469106,A
3,1.510665151,8.87469106,A
1.37,1.233203753,7.24469106,A
3.9,1.663864697,9.77469106,A
20.6,4.506567373,26.47469106,A
-15.1,-1.570347929,-9.22530894,A
12.2,3.076704949,18.07469106,A
-23.5,-3.000210353,-17.62530894,A
-6.16,-0.048565778,-0.28530894,A
-16.4,-1.791636161,-10.52530894,A
-26.8,-3.56194202,-20.92530894,A
-26.9,-3.578964192,-21.02530894,A
9.69,2.649448439,15.56469106,A
1.85,1.314910177,7.72469106,A
-0.732,0.875397703,5.14269106,A
30.5,6.191762373,36.37469106,A
-51,-7.681307575,-45.12530894,A
-4.39,0.252726662,1.48469106,A
14.6,3.48523707,20.47469106,A
1.73,1.294483571,7.60469106,A
8.16,2.389009212,14.03469106,A
-25.4,-3.323631616,-19.52530894,A
18.3,4.115057424,24.17469106,A
-27.3,-3.647052878,-21.42530894,A
-10.4,-0.770305858,-4.52530894,A
-24.8,-3.221498585,-18.92530894,A
-18.8,-2.200168283,-12.92530894,A
7.09,2.206871975,12.96469106,A
28.5,5.851318939,34.37469106,A
35,6.9577601,40.87469106,A
1.84,1.31320796,7.71469106,A
0.53,1.09021751,6.40469106,A
-61.1,-9.400546918,-55.22530894,A
-7.01,-0.193254237,-1.13530894,A
-30.9,-4.25985106,-25.02530894,A
-24.8,-3.221498585,-18.92530894,A
9.72,2.654555091,15.59469106,A
46.6,8.93233202,52.47469106,A
19.5,4.319323485,25.37469106,A
-20,-2.404434343,-14.12530894,A
-23.6,-3.017232525,-17.72530894,A
4.02,1.684291303,9.89469106,A
-2.33,0.603383399,3.54469106,A
1.83,1.311505742,7.70469106,A
6.45,2.097930076,12.32469106,A
-5.8,0.01271404,0.07469106,A
11.3,2.923505404,17.17469106,A
23,4.915099495,28.87469106,A
-68.6,-10.6772098,-62.72530894,A
-20.3,-2.455500858,-14.42530894,A
-40.8,-5.94504606,-34.92530894,A
-19.8,-2.37039,-13.92530894,A
-30,-4.106651515,-24.12530894,A
-16.4,-1.791636161,-10.52530894,A
-45.3,-6.711043787,-39.42530894,A
-10.3,-0.753283687,-4.42530894,A
3.41,1.580456056,9.28469106,A
-17.3,-1.944835707,-11.42530894,A
0.706,1.120176532,6.58069106,A
-20.2,-2.438478687,-14.32530894,A
-34.4,-4.85562707,-28.52530894,A
-43.5,-6.404644696,-37.62530894,A
8.35,2.421351338,14.22469106,A
-19,-2.234212626,-13.12530894,A
-28.7,-3.885363282,-22.82530894,A
-16,-1.723547475,-10.12530894,A
-18.5,-2.149101767,-12.62530894,A
4.66,1.793233202,10.53469106,A
-14.9,-1.536303586,-9.02530894,A
-0.261,0.955572132,5.61369106,A
5.16,1.878344061,11.03469106,A
48.6,9.272775454,54.47469106,A
-40.8,-5.94504606,-34.92530894,A
-34.8,-4.923715757,-28.92530894,A
-1.61,0.725943035,4.26469106,A
-31.2,-4.310917575,-25.32530894,A
7.35,2.251129621,13.22469106,A
51.1,9.698329747,56.97469106,A
-21.6,-2.676789091,-15.72530894,A
16.1,3.740569646,21.97469106,A
-45.8,-6.796154646,-39.92530894,A
17.9,4.046968737,23.77469106,A
26.1,5.442786818,31.97469106,A
3.86,1.657055828,9.73469106,A
-18.7,-2.183146111,-12.82530894,A
-13,-1.212882323,-7.12530894,A
-19.9,-2.387412171,-14.02530894,A
8.96,2.525186586,14.83469106,A
17.1,3.910791363,22.97469106,A
-52.6,-7.953662322,-46.72530894,A
-36.3,-5.179048333,-30.42530894,A
-21.8,-2.710833434,-15.92530894,A
-21.7,-2.693811262,-15.82530894,A
26.2,5.45980899,32.07469106,A
11.7,2.991594091,17.57469106,A
-26.7,-3.544919848,-20.82530894,A
-20.4,-2.47252303,-14.52530894,A
-10.4,-0.770305858,-4.52530894,A
-29.3,-3.987496313,-23.42530894,A
26.8,5.56194202,32.67469106,A
42.9,8.302511666,48.77469106,A
6.63,2.128569985,12.50469106,A
-4.32,0.264642182,1.55469106,A
-10.6,-0.804350202,-4.72530894,A
-20.4,-2.47252303,-14.52530894,A
-31.9,-4.430072777,-26.02530894,A
3.38,1.575349404,9.25469106,A
-17,-1.893769192,-11.12530894,A
-1.2,0.795733939,4.67469106,A
-12.6,-1.144793636,-6.72530894,A
-18.2,-2.098035252,-12.32530894,A
-21.3,-2.625722575,-15.42530894,A
19.6,4.336345656,25.47469106,A
-29.9,-4.089629343,-24.02530894,A
4.75,1.808553156,10.62469106,A
3.23,1.549816146,9.10469106,A
26.8,5.56194202,32.67469106,A
-32.6,-4.549227979,-26.72530894,A
-13.8,-1.349059697,-7.92530894,A
-27.8,-3.732163737,-21.92530894,A
-0.651,0.889185662,5.22369106,A
-14,-1.38310404,-8.12530894,A
-3.62,0.383797384,2.25469106,A
-7.54,-0.283471747,-1.66530894,A
-12.8,-1.17883798,-6.92530894,A
-36.7,-5.24713702,-30.82530894,A
48.6,9.272775454,54.47469106,A
-17.9,-2.046968737,-12.02530894,A
48.1,9.187664595,53.97469106,A
10.1,2.719239343,15.97469106,A
11.3,2.923505404,17.17469106,A
54.4,10.26006141,60.27469106,A
30.1,6.123673686,35.97469106,A
1.9,1.323421263,7.77469106,A
17,3.893769192,22.87469106,A
-20.5,-2.489545202,-14.62530894,A
8.64,2.470715636,14.51469106,A
2.8,1.476620808,8.67469106,A
-17,-1.893769192,-11.12530894,A
-2.24,0.618703354,3.63469106,A
3.83,1.651949177,9.70469106,A
-21.7,-2.693811262,-15.82530894,A
9.96,2.695408303,15.83469106,A
-2.73,0.535294712,3.14469106,A
-3.96,0.325922,1.91469106,A
5.4,1.919197273,11.27469106,A
-21.3,-2.625722575,-15.42530894,A
18,4.063990909,23.87469106,A
-45.1,-6.676999444,-39.22530894,A
-12.6,-1.144793636,-6.72530894,A
-10.5,-0.78732803,-4.62530894,A
-55.3,-8.413260959,-49.42530894,A
29,5.936429798,34.87469106,A
25.1,5.272565101,30.97469106,A
-8.16,-0.389009212,-2.28530894,A
-17.6,-1.995902222,-11.72530894,A
-1.6,0.727645253,4.27469106,A
-12.3,-1.093727121,-6.42530894,A
37.7,7.417358737,43.57469106,A
27.8,5.732163737,33.67469106,A
30.5,6.191762373,36.37469106,A
54.1,10.2089949,59.97469106,A
-18.7,-2.183146111,-12.82530894,A
-18.4,-2.132079596,-12.52530894,A
-8.51,-0.448586813,-2.63530894,A
31.3,6.327939747,37.17469106,A
-26.7,-3.544919848,-20.82530894,A
-17.6,-1.995902222,-11.72530894,A
39,7.638646969,44.87469106,A
32,6.447094949,37.87469106,A
-41.2,-6.013134747,-35.32530894,A
-83,-13.12840252,-77.12530894,A
-45.7,-6.779132474,-39.82530894,A
-39.4,-5.706735656,-33.52530894,A
21.9,4.727855606,27.77469106,A
14.8,3.519281414,20.67469106,A
24.8,5.221498585,30.67469106,A
-2.13,0.637427742,3.74469106,A
-11.4,-0.940527576,-5.52530894,A
-58.4,-8.940948282,-52.52530894,A
15.5,3.638436616,21.37469106,A
6.9,2.174529848,12.77469106,A
-5.01,0.147189197,0.86469106,A
-26.6,-3.527897676,-20.72530894,A
-20.6,-2.506567373,-14.72530894,A
-19.1,-2.251234798,-13.22530894,A
-25.7,-3.374698131,-19.82530894,A
-76.4,-12.00493919,-70.52530894,A
-14.5,-1.468214899,-8.62530894,A
44.6,8.591888585,50.47469106,A
-20,-2.404434343,-14.12530894,A
18.3,4.115057424,24.17469106,A
11.6,2.974571919,17.47469106,A
-33.8,-4.75349404,-27.92530894,A
-40.4,-5.876957373,-34.52530894,A
2.24,1.381296646,8.11469106,A
-58.8,-9.009036969,-52.92530894,A
-7.52,-0.280067313,-1.64530894,A
-0.6,0.89786697,5.27469106,A
-80.4,-12.68582606,-74.52530894,A
13.9,3.366081868,19.77469106,A
-1.63,0.722538601,4.24469106,A
3.35,1.570242752,9.22469106,A
-30.6,-4.208784545,-24.72530894,A
-60.3,-9.264369545,-54.42530894,A
-0.104,0.982296941,5.77069106,A
7.66,2.303898353,13.53469106,A
12.3,3.093727121,18.17469106,A
-4.92,0.162509152,0.95469106,A
32.2,6.481139292,38.07469106,A
50.8,9.647263232,56.67469106,A
-42,-6.149312121,-36.12530894,A
-60.2,-9.247347373,-54.32530894,A
-25.6,-3.357675959,-19.72530894,A
-11.6,-0.974571919,-5.72530894,A
4.01,1.682589086,9.88469106,A
-6.73,-0.145592156,-0.85530894,A
-15.2,-1.587370101,-9.32530894,A
66.5,12.31974419,72.37469106,A
-30.7,-4.225806717,-24.82530894,A
32.2,6.481139292,38.07469106,A
-24.7,-3.204476414,-18.82530894,A
23.6,5.017232525,29.47469106,A
22,4.744877777,27.87469106,A
-40.8,-5.94504606,-34.92530894,A
-8.7,-0.480928939,-2.82530894,A
12,3.042660606,17.87469106,A
-58.8,-9.009036969,-52.92530894,A
-59.1,-9.060103484,-53.22530894,A
25.8,5.391720303,31.67469106,A
-11.6,-0.974571919,-5.72530894,A
-22.8,-2.881055151,-16.92530894,A
-76.4,-12.00493919,-70.52530894,A
19.3,4.285279141,25.17469106,A
21.3,4.625722575,27.17469106,A
-61.9,-9.536724292,-56.02530894,A
-9.25,-0.574550884,-3.37530894,A
19.8,4.37039,25.67469106,A
25.2,5.289587272,31.07469106,A
9.33,2.588168621,15.20469106,A
-5.84,0.005905172,0.03469106,A
-34.2,-4.821582727,-28.32530894,A
52.7,9.970684494,58.57469106,A
-8.64,-0.470715636,-2.76530894,A
38.5,7.553536111,44.37469106,A
1.43,1.243417056,7.30469106,A
-11.3,-0.923505404,-5.42530894,A
2.32,1.394914384,8.19469106,A
21.3,4.625722575,27.17469106,A
18.1,4.081013081,23.97469106,A
27.7,5.715141565,33.57469106,A
-3.63,0.382095167,2.24469106,A
-74.5,-11.68151793,-68.62530894,A
-12.7,-1.161815808,-6.82530894,A
-3.64,0.38039295,2.23469106,A
-5.97,-0.016223651,-0.09530894,A
-26.3,-3.476831161,-20.42530894,A
0.922,1.156944423,6.79669106,A
17.8,4.029946565,23.67469106,A
4.25,1.723442298,10.12469106,A
4,1.680886869,9.87469106,A
-21.4,-2.642744747,-15.52530894,A
14.9,3.536303586,20.77469106,A
10.3,2.753283687,16.17469106,A
-9.19,-0.564337581,-3.31530894,A
-1.23,0.790627288,4.64469106,A
-17.5,-1.97888005,-11.62530894,A
4.15,1.706420126,10.02469106,A
-30.2,-4.140695858,-24.32530894,A
34.4,6.85562707,40.27469106,A
-20.3,-2.455500858,-14.42530894,A
-11.1,-0.88946106,-5.22530894,A
-1.22,0.792329505,4.65469106,A
-17.4,-1.961857879,-11.52530894,A
35.7,7.076915303,41.57469106,A
-14.8,-1.519281414,-8.92530894,A
54.1,10.2089949,59.97469106,A
1.59,1.27065253,7.46469106,A
-31,-4.276873232,-25.12530894,A
-9.9,-0.685195,-4.02530894,A
17.6,3.995902222,23.47469106,A
-35.5,-5.042870959,-29.62530894,A
45.3,8.711043787,51.17469106,A
-5.75,0.021225126,0.12469106,A
-26.9,-3.578964192,-21.02530894,A
-25.8,-3.391720303,-19.92530894,A
55.3,10.41326096,61.17469106,A
-80.9,-12.77093692,-75.02530894,A
0.82,1.139581808,6.69469106,A
9.24,2.572848667,15.11469106,A
35,6.9577601,40.87469106,A
-17.6,-1.995902222,-11.72530894,A
-14.2,-1.417148384,-8.32530894,A
24.3,5.136387727,30.17469106,A
2.91,1.495345197,8.78469106,A
-17.2,-1.927813535,-11.32530894,A
-40.5,-5.893979545,-34.62530894,A
17.6,3.995902222,23.47469106,A
62,11.55374646,67.87469106,A
-12.6,-1.144793636,-6.72530894,A
54.4,10.26006141,60.27469106,A
-21.4,-2.642744747,-15.52530894,A
-22.5,-2.829988636,-16.62530894,A
-18,-2.063990909,-12.12530894,A
-9.51,-0.61880853,-3.63530894,A
-5.76,0.019522909,0.11469106,A
-10.8,-0.838394545,-4.92530894,A
-55.6,-8.464327474,-49.72530894,A
-19.8,-2.37039,-13.92530894,A
19.9,4.387412171,25.77469106,A
24.7,5.204476414,30.57469106,A
-2.72,0.536996929,3.15469106,A
7.09,2.206871975,12.96469106,A
-1.14,0.805947242,4.73469106,A
13.6,3.315015353,19.47469106,A
4.38,1.745571121,10.25469106,A
12.2,3.076704949,18.07469106,A
-7.17,-0.220489712,-1.29530894,A
-16.8,-1.859724848,-10.92530894,A
-64.3,-9.945256413,-58.42530894,A
0.124,1.021107493,5.99869106,A
36.6,7.230114848,42.47469106,A
-18.6,-2.166123939,-12.72530894,A
-10.6,-0.804350202,-4.72530894,A
3.33,1.566838318,9.20469106,A
-57.5,-8.787748737,-51.62530894,A
29.2,5.970474141,35.07469106,A
-10.8,-0.838394545,-4.92530894,A
-0.407,0.930719761,5.46769106,A
9.15,2.557528712,15.02469106,A
-17.3,12.33633489,-18.82606642,C
-11.4,8.470185996,-12.92606642,C
7.82,-4.124285482,6.29393358,C
6.96,-3.560745135,5.43393358,C
6.49,-3.252763782,4.96393358,C
3.07,-1.011707983,1.54393358,C
-11.2,8.339130102,-12.72606642,C
-16.2,11.61552747,-17.72606642,C
8.74,-4.727142597,7.21393358,C
41.5,-26.19409814,39.97393358,C
-17.2,12.27080694,-18.72606642,C
13.1,-7.584161101,11.57393358,C
-22.8,15.94037199,-24.32606642,C
-25.4,17.64409862,-26.92606642,C
-0.467,1.306015514,-1.99306642,C
2.63,-0.723385015,1.10393358,C
-9.49,7.218602202,-11.01606642,C
1,0.344720527,-0.52606642,C
-33.7,23.08291825,-35.22606642,C
-5,4.276397367,-6.52606642,C
20.3,-12.30217331,18.77393358,C
4.23,-1.771832172,2.70393358,C
51.9,-33.00900467,50.37393358,C
-2.17,2.421956457,-3.69606642,C
-19.6,13.84347768,-21.12606642,C
36,-22.59006104,34.47393358,C
-6.49,5.252763782,-8.01606642,C
-9.98,7.539689144,-11.50606642,C
8.69,-4.694378623,7.16393358,C
-10.3,7.749378576,-11.82606642,C
1.87,-0.225372615,0.34393358,C
38.4,-24.16273178,36.87393358,C
-9.84,7.447950018,-11.36606642,C
-15.8,11.35341568,-17.32606642,C
-7.73,6.065310329,-9.25606642,C
28.3,-17.5444091,26.77393358,C
5.15,-2.374689288,3.62393358,C
7.8,-4.111179892,6.27393358,C
3.52,-1.306583746,1.99393358,C
7.1,-3.652484261,5.57393358,C
25.6,-15.77515452,24.07393358,C
32.6,-20.36211083,31.07393358,C
-9.06,6.936832029,-10.58606642,C
20.5,-12.4332292,18.97393358,C
-8.18,6.360186092,-9.70606642,C
30.4,-18.92049599,28.87393358,C
-18,12.79503052,-19.52606642,C
38.9,-24.49037151,37.37393358,C
2.95,-0.933074446,1.42393358,C
23,-14.07142789,21.47393358,C
8.11,-4.314316529,6.58393358,C
15.4,-9.09130389,13.87393358,C
19.9,-12.04006152,18.37393358,C
35.4,-22.19689336,33.87393358,C
-20.5,14.4332292,-22.02606642,C
-13.3,9.715216996,-14.82606642,C
-3.85,3.522825972,-5.37606642,C
15.5,-9.156831837,13.97393358,C
-42.7,28.98043351,-44.22606642,C
-5.06,4.315714135,-6.58606642,C
-10.2,7.683850628,-11.72606642,C
-1.1,1.720807421,-2.62606642,C
-2.8,2.834782525,-4.32606642,C
23.4,-14.33353968,21.87393358,C
-14.3,10.37049647,-15.82606642,C
2.68,-0.756148989,1.15393358,C
-39.8,27.08012304,-41.32606642,C
17.1,-10.20527899,15.57393358,C
15.3,-9.025775942,13.77393358,C
9.92,-5.500372376,8.39393358,C
-1.38,1.904285673,-2.90606642,C
-26.4,18.2993781,-27.92606642,C
15.2,-8.960247995,13.67393358,C
-8.66,6.674720239,-10.18606642,C
4.02,-1.634223483,2.49393358,C
19,-11.45030999,17.47393358,C
-2.35,2.539906762,-3.87606642,C
-23.8,16.59565147,-25.32606642,C
-1.39,1.910838468,-2.91606642,C
15.4,-9.09130389,13.87393358,C
4.6,-2.014285577,3.07393358,C
-16.9,12.0742231,-18.42606642,C
17.9,-10.72950257,16.37393358,C
-31.9,21.9034152,-33.42606642,C
43.1,-27.2425453,41.57393358,C
-17.9,12.72950257,-19.42606642,C
23.1,-14.13695583,21.57393358,C
-17.5,12.46739078,-19.02606642,C
14.4,-8.436024416,12.87393358,C
0.574,0.623869582,-0.95206642,C
-32.9,22.55869467,-34.42606642,C
2.96,-0.939627241,1.43393358,C
11.1,-6.273602154,9.57393358,C
5.32,-2.486086798,3.79393358,C
-16,11.48447157,-17.52606642,C
11.8,-6.732297786,10.27393358,C
11,-6.208074207,9.47393358,C
0.028,0.981652175,-1.49806642,C
5.24,-2.43366444,3.71393358,C
-32.9,22.55869467,-34.42606642,C
-38.8,26.42484357,-40.32606642,C
23.4,-14.33353968,21.87393358,C
-8.07,6.28810535,-9.59606642,C
-51,34.41925314,-52.52606642,C
-11.6,8.601241891,-13.12606642,C
8.59,-4.628850676,7.06393358,C
-41.3,28.06304225,-42.82606642,C
-9.43,7.179285434,-10.95606642,C
-2.28,2.494037199,-3.80606642,C
-0.162,1.106155275,-1.68806642,C
16.3,-9.681055416,14.77393358,C
-29.3,20.19968857,-30.82606642,C
5.46,-2.577825925,3.93393358,C
-6.62,5.337950114,-8.14606642,C
-8.46,6.543664345,-9.98606642,C
40.6,-25.60434662,39.07393358,C
-0.839,1.549779478,-2.36506642,C
5.83,-2.82027933,4.30393358,C
6.15,-3.029968761,4.62393358,C
18.6,-11.1881982,17.07393358,C
3.82,-1.503167588,2.29393358,C
-13.3,9.715216996,-14.82606642,C
-31,21.31366367,-32.52606642,C
1.07,0.298850964,-0.45606642,C
28.2,-17.47888115,26.67393358,C
-13.6,9.911800838,-15.12606642,C
0.732,0.520335426,-0.79406642,C
-21.6,15.15403662,-23.12606642,C
31,-19.31366367,29.47393358,C
21.6,-13.15403662,20.07393358,C
31.9,-19.9034152,30.37393358,C
39.4,-24.81801125,37.87393358,C
-4.12,3.69975143,-5.64606642,C
26.1,-16.10279425,24.57393358,C
31.4,-19.57577546,29.87393358,C
22.8,-13.94037199,21.27393358,C
-1.91,2.251583794,-3.43606642,C
22.5,-13.74378815,20.97393358,C
-2.98,2.952732831,-4.50606642,C
-24.5,17.0543471,-26.02606642,C
31.5,-19.64130341,29.97393358,C
-2.48,2.625093094,-4.00606642,C
-27.4,18.95465757,-28.92606642,C
-26.3,18.23385015,-27.82606642,C
7.35,-3.816304129,5.82393358,C
2.04,-0.336770126,0.51393358,C
22.2,-13.54720431,20.67393358,C
-14.5,10.50155236,-16.02606642,C
24,-14.72670736,22.47393358,C
8.23,-4.392950066,6.70393358,C
0.961,0.370276426,-0.56506642,C
-0.592,1.387925448,-2.11806642,C
21.3,-12.95745278,19.77393358,C
10.1,-5.618322681,8.57393358,C
-16,11.48447157,-17.52606642,C
-39.9,27.14565099,-41.42606642,C
-55.8,37.56459461,-57.32606642,C
6.11,-3.003757582,4.58393358,C
29.7,-18.46180036,28.17393358,C
-31,21.31366367,-32.52606642,C
31.3,-19.51024752,29.77393358,C
22.3,-13.61273226,20.77393358,C
-3.51,3.300030951,-5.03606642,C
-6.26,5.102049503,-7.78606642,C
-20.2,14.23664536,-21.72606642,C
14.2,-8.304968522,12.67393358,C
-16.4,11.74658336,-17.92606642,C
3.74,-1.45074523,2.21393358,C
10.4,-5.814906523,8.87393358,C
13.9,-8.10838468,12.37393358,C
10.1,-5.618322681,8.57393358,C
12,-6.86335368,10.47393358,C
-21.1,14.82639689,-22.62606642,C
21.7,-13.21956457,20.17393358,C
0.306,0.799484481,-1.22006642,C
10.2,-5.683850628,8.67393358,C
18.6,-11.1881982,17.07393358,C
4.67,-2.060155141,3.14393358,C
-17,12.13975105,-18.52606642,C
-33.2,22.75527852,-34.72606642,C
-8.4,6.504347576,-9.92606642,C
43.6,-27.57018504,42.07393358,C
-5.37,4.518850772,-6.89606642,C
6.27,-3.108602298,4.74393358,C
-20.9,14.69534099,-22.42606642,C
22.2,-13.54720431,20.67393358,C
4.84,-2.171552651,3.31393358,C
-8.6,6.635403471,-10.12606642,C
-18,12.79503052,-19.52606642,C
6.15,-3.029968761,4.62393358,C
-14.1,10.23944057,-15.62606642,C
8.62,-4.64850906,7.09393358,C
-33.3,22.82080646,-34.82606642,C
19.4,-11.71242178,17.87393358,C
-30.5,20.98602394,-32.02606642,C
15.4,-9.09130389,13.87393358,C
36.4,-22.85217283,34.87393358,C
-17.3,12.33633489,-18.82606642,C
17,-10.13975105,15.47393358,C
-15.6,11.22235978,-17.12606642,C
-41.6,28.25962609,-43.12606642,C
5.55,-2.636801077,4.02393358,C
6.95,-3.55419234,5.42393358,C
13.3,-7.715216996,11.77393358,C
-8.65,6.668167445,-10.17606642,C
11.8,-6.732297786,10.27393358,C
-7.06,5.626273082,-8.58606642,C
7.92,-4.189813429,6.39393358,C
2.25,-0.474378815,0.72393358,C
10.9,-6.14254626,9.37393358,C
-6.1,4.997204787,-7.62606642,C
48.4,-30.71552651,46.87393358,C
34.3,-21.47608594,32.77393358,C
-16.6,11.87763926,-18.12606642,C
11.5,-6.535713944,9.97393358,C
3.69,-1.417981257,2.16393358,C
5.47,-2.584378719,3.94393358,C
-12.6,9.256521364,-14.12606642,C
-10.3,7.749378576,-11.82606642,C
0.0582,0.961862735,-1.46786642,C
15.8,-9.353415679,14.27393358,C
25.7,-15.84068247,24.17393358,C
11.8,-6.732297786,10.27393358,C
