F1,F2,F3,F4,F5,F6,F7,F8,label
1.24E-08,1,1.230420253,-1.04E-10,1.23E-10,1.63E-10,3.19E-10,3.79E-10,A
1.51E-08,1,1.498334341,-1.26E-10,1.23E-10,1.41E-10,3.42E-10,3.57E-10,A
2.82E-08,1,2.798213802,-2.35E-10,1.23E-10,3.17E-11,4.51E-10,2.48E-10,A
8.73E-09,1,0.866255549,-7.32E-11,1.23E-10,1.94E-10,2.89E-10,4.10E-10,A
8.79E-09,1,0.872209196,-7.37E-11,1.23E-10,1.93E-10,2.89E-10,4.09E-10,A
1.87E-08,1,1.855553124,-1.56E-10,1.23E-10,1.11E-10,3.72E-10,3.27E-10,A
8.90E-09,1,0.883124214,-7.47E-11,1.23E-10,1.93E-10,2.90E-10,4.08E-10,A
-3.70E-09,1,-0.367141527,3.03E-11,1.23E-10,2.98E-10,1.85E-10,5.13E-10,A
-3.72E-10,1,-0.036912608,2.61E-12,1.23E-10,2.70E-10,2.13E-10,4.86E-10,A
-6.58E-09,1,-0.652916554,5.43E-11,1.23E-10,3.22E-10,1.61E-10,5.37E-10,A
-1.32E-08,1,-1.309802205,1.10E-10,1.23E-10,3.77E-10,1.06E-10,5.93E-10,A
-1.27E-08,1,-1.260188485,1.05E-10,1.23E-10,3.73E-10,1.10E-10,5.88E-10,A
-1.31E-08,1,-1.299879461,1.09E-10,1.23E-10,3.76E-10,1.07E-10,5.92E-10,A
-1.92E-08,1,-1.905166844,1.60E-10,1.23E-10,4.27E-10,5.58E-11,6.43E-10,A
-1.92E-08,1,-1.905166844,1.60E-10,1.23E-10,4.27E-10,5.58E-11,6.43E-10,A
-9.74E-09,1,-0.966475263,8.07E-11,1.23E-10,3.48E-10,1.35E-10,5.64E-10,A
-2.22E-08,1,-2.202849163,1.85E-10,1.23E-10,4.52E-10,3.08E-11,6.68E-10,A
-1.94E-08,1,-1.925012332,1.61E-10,1.23E-10,4.28E-10,5.42E-11,6.44E-10,A
-1.34E-08,1,-1.329647693,1.11E-10,1.23E-10,3.78E-10,1.04E-10,5.94E-10,A
-1.70E-08,1,-1.686866476,1.41E-10,1.23E-10,4.08E-10,7.42E-11,6.24E-10,A
-1.64E-08,1,-1.627330012,1.36E-10,1.23E-10,4.03E-10,7.92E-11,6.19E-10,A
-1.03E-08,1,-1.02204263,8.53E-11,1.23E-10,3.53E-10,1.30E-10,5.68E-10,A
-1.31E-08,1,-1.299879461,1.09E-10,1.23E-10,3.76E-10,1.07E-10,5.92E-10,A
-3.82E-09,1,-0.37904882,3.13E-11,1.23E-10,2.99E-10,1.84E-10,5.14E-10,A
-1.32E-08,1,-1.309802205,1.10E-10,1.23E-10,3.77E-10,1.06E-10,5.93E-10,A
-1.05E-08,1,-1.041888118,8.70E-11,1.23E-10,3.54E-10,1.28E-10,5.70E-10,A
-7.52E-09,1,-0.746190347,6.22E-11,1.23E-10,3.29E-10,1.53E-10,5.45E-10,A
-7.57E-09,1,-0.751151719,6.26E-11,1.23E-10,3.30E-10,1.53E-10,5.46E-10,A
-1.05E-08,1,-1.041888118,8.70E-11,1.23E-10,3.54E-10,1.28E-10,5.70E-10,A
-1.13E-08,1,-1.12127007,9.37E-11,1.23E-10,3.61E-10,1.22E-10,5.77E-10,A
-1.10E-08,1,-1.091501838,9.12E-11,1.23E-10,3.58E-10,1.24E-10,5.74E-10,A
-1.07E-08,1,-1.061733606,8.87E-11,1.23E-10,3.56E-10,1.27E-10,5.72E-10,A
-1.68E-08,1,-1.667020988,1.40E-10,1.23E-10,4.07E-10,7.58E-11,6.23E-10,A
-2.35E-08,1,-2.331844835,1.95E-10,1.23E-10,4.63E-10,2.00E-11,6.78E-10,A
-1.38E-08,1,-1.369338669,1.15E-10,1.23E-10,3.82E-10,1.01E-10,5.98E-10,A
-1.66E-08,1,-1.6471755,1.38E-10,1.23E-10,4.05E-10,7.75E-11,6.21E-10,A
-2.04E-08,1,-2.024239772,1.70E-10,1.23E-10,4.37E-10,4.58E-11,6.53E-10,A
-1.40E-08,1,-1.389184157,1.16E-10,1.23E-10,3.83E-10,9.92E-11,5.99E-10,A
-1.43E-08,1,-1.418952389,1.19E-10,1.23E-10,3.86E-10,9.67E-11,6.02E-10,A
-2.07E-08,1,-2.054008004,1.72E-10,1.23E-10,4.39E-10,4.33E-11,6.55E-10,A
-1.09E-08,1,-1.081579094,9.03E-11,1.23E-10,3.58E-10,1.25E-10,5.73E-10,A
-8.03E-09,1,-0.796796341,6.64E-11,1.23E-10,3.34E-10,1.49E-10,5.49E-10,A
-1.41E-08,1,-1.399106901,1.17E-10,1.23E-10,3.84E-10,9.83E-11,6.00E-10,A
-4.41E-09,1,-0.437593009,3.63E-11,1.23E-10,3.03E-10,1.79E-10,5.19E-10,A
-1.35E-08,1,-1.339570437,1.12E-10,1.23E-10,3.79E-10,1.03E-10,5.95E-10,A
-1.42E-08,1,-1.409029645,1.18E-10,1.23E-10,3.85E-10,9.75E-11,6.01E-10,A
-1.72E-08,1,-1.706711964,1.43E-10,1.23E-10,4.10E-10,7.25E-11,6.26E-10,A
-2.37E-08,1,-2.351690323,1.97E-10,1.23E-10,4.64E-10,1.83E-11,6.80E-10,A
-1.74E-08,1,-1.726557452,1.45E-10,1.23E-10,4.12E-10,7.08E-11,6.28E-10,A
-2.02E-08,1,-2.004394284,1.68E-10,1.23E-10,4.35E-10,4.75E-11,6.51E-10,A
-1.99E-08,1,-1.974626052,1.65E-10,1.23E-10,4.33E-10,5.00E-11,6.48E-10,A
-2.33E-08,1,-2.311999347,1.94E-10,1.23E-10,4.61E-10,2.17E-11,6.77E-10,A
-2.32E-08,1,-2.302076603,1.93E-10,1.23E-10,4.60E-10,2.25E-11,6.76E-10,A
-1.69E-08,1,-1.676943732,1.40E-10,1.23E-10,4.08E-10,7.50E-11,6.23E-10,A
-7.50E-09,1,-0.744205798,6.20E-11,1.23E-10,3.29E-10,1.53E-10,5.45E-10,A
-2.04E-08,1,-2.024239772,1.70E-10,1.23E-10,4.37E-10,4.58E-11,6.53E-10,A
-6.74E-09,1,-0.668792944,5.57E-11,1.23E-10,3.23E-10,1.60E-10,5.39E-10,A
-3.57E-09,1,-0.35424196,2.93E-11,1.23E-10,2.96E-10,1.86E-10,5.12E-10,A
-1.04E-08,1,-1.031965374,8.62E-11,1.23E-10,3.53E-10,1.29E-10,5.69E-10,A
-4.20E-09,1,-0.416755247,3.45E-11,1.23E-10,3.02E-10,1.81E-10,5.18E-10,A
4.96E-09,1,0.492168101,-4.18E-11,1.23E-10,2.25E-10,2.57E-10,4.41E-10,A
2.09E-09,1,0.207385349,-1.79E-11,1.23E-10,2.49E-10,2.33E-10,4.65E-10,A
-7.23E-10,1,-0.071741439,5.53E-12,1.23E-10,2.73E-10,2.10E-10,4.89E-10,A
-1.27E-09,1,-0.126018849,1.01E-11,1.23E-10,2.77E-10,2.05E-10,4.93E-10,A
5.01E-09,1,0.497129473,-4.22E-11,1.23E-10,2.25E-10,2.58E-10,4.41E-10,A
-4.64E-09,1,-0.460415321,3.82E-11,1.23E-10,3.05E-10,1.77E-10,5.21E-10,A
4.74E-09,1,0.470338065,-4.00E-11,1.23E-10,2.27E-10,2.55E-10,4.43E-10,A
2.02E-09,1,0.200439428,-1.73E-11,1.23E-10,2.50E-10,2.33E-10,4.66E-10,A
-2.64E-10,1,-0.026196044,1.71E-12,1.23E-10,2.69E-10,2.14E-10,4.85E-10,A
-1.33E-10,1,-0.013197249,6.17E-13,1.23E-10,2.68E-10,2.15E-10,4.84E-10,A
2.45E-09,1,0.243107227,-2.09E-11,1.23E-10,2.46E-10,2.36E-10,4.62E-10,A
-2.79E-10,1,-0.027684456,1.83E-12,1.23E-10,2.69E-10,2.14E-10,4.85E-10,A
-4.04E-09,1,-0.400878857,3.32E-11,1.23E-10,3.00E-10,1.82E-10,5.16E-10,A
2.59E-09,1,0.256999069,-2.21E-11,1.23E-10,2.45E-10,2.37E-10,4.61E-10,A
5.31E-09,1,0.526897705,-4.47E-11,1.23E-10,2.22E-10,2.60E-10,4.38E-10,A
-1.24E-09,1,-0.123042025,9.84E-12,1.23E-10,2.77E-10,2.06E-10,4.93E-10,A
-1.05E-08,1,-1.041888118,8.70E-11,1.23E-10,3.54E-10,1.28E-10,5.70E-10,A
-4.68E-09,1,-0.464384418,3.85E-11,1.23E-10,3.06E-10,1.77E-10,5.22E-10,A
-7.68E-09,1,-0.762066738,6.35E-11,1.23E-10,3.31E-10,1.52E-10,5.47E-10,A
5.68E-09,1,0.563611858,-4.78E-11,1.23E-10,2.19E-10,2.63E-10,4.35E-10,A
-8.40E-10,1,-0.083351049,6.51E-12,1.23E-10,2.74E-10,2.09E-10,4.90E-10,A
-6.77E-10,1,-0.067176977,5.15E-12,1.23E-10,2.72E-10,2.10E-10,4.88E-10,A
5.82E-09,1,0.5775037,-4.90E-11,1.23E-10,2.18E-10,2.64E-10,4.34E-10,A
6.04E-09,1,0.599333736,-5.08E-11,1.23E-10,2.16E-10,2.66E-10,4.32E-10,A
5.90E-09,1,0.585441895,-4.97E-11,1.23E-10,2.18E-10,2.65E-10,4.33E-10,A
2.54E-09,1,0.252037697,-2.17E-11,1.23E-10,2.46E-10,2.37E-10,4.61E-10,A
9.15E-09,1,0.907931074,-7.67E-11,1.23E-10,1.90E-10,2.92E-10,4.06E-10,A
8.82E-09,1,0.875186019,-7.40E-11,1.23E-10,1.93E-10,2.89E-10,4.09E-10,A
-4.92E-10,1,-0.0488199,3.61E-12,1.23E-10,2.71E-10,2.12E-10,4.87E-10,A
2.65E-09,1,0.262952715,-2.26E-11,1.23E-10,2.45E-10,2.38E-10,4.60E-10,A
8.60E-09,1,0.853355982,-7.22E-11,1.23E-10,1.95E-10,2.88E-10,4.11E-10,A
5.32E-09,1,0.52788998,-4.48E-11,1.23E-10,2.22E-10,2.60E-10,4.38E-10,A
1.09E-08,1,1.081579094,-9.13E-11,1.23E-10,1.76E-10,3.07E-10,3.92E-10,A
4.08E-09,1,0.404847954,-3.45E-11,1.23E-10,2.33E-10,2.50E-10,4.49E-10,A
1.32E-08,1,1.309802205,-1.10E-10,1.23E-10,1.57E-10,3.26E-10,3.73E-10,A
7.52E-09,1,0.746190347,-6.32E-11,1.23E-10,2.04E-10,2.79E-10,4.20E-10,A
4.28E-09,1,0.424693442,-3.62E-11,1.23E-10,2.31E-10,2.52E-10,4.47E-10,A
1.09E-08,1,1.081579094,-9.13E-11,1.23E-10,1.76E-10,3.07E-10,3.92E-10,A
7.87E-09,1,0.780919951,-6.61E-11,1.23E-10,2.01E-10,2.81E-10,4.17E-10,A
1.42E-08,1,1.409029645,-1.19E-10,1.23E-10,1.48E-10,3.34E-10,3.64E-10,A
4.86E-09,1,0.482245357,-4.10E-11,1.23E-10,2.26E-10,2.56E-10,4.42E-10,A
8.20E-09,1,0.813665006,-6.88E-11,1.23E-10,1.98E-10,2.84E-10,4.14E-10,A
8.03E-09,1,0.796796341,-6.74E-11,1.23E-10,2.00E-10,2.83E-10,4.16E-10,A
8.12E-09,1,0.805726811,-6.82E-11,1.23E-10,1.99E-10,2.83E-10,4.15E-10,A
1.87E-09,1,0.185555312,-1.61E-11,1.23E-10,2.51E-10,2.31E-10,4.67E-10,A
1.19E-08,1,1.180806533,-9.97E-11,1.23E-10,1.68E-10,3.15E-10,3.83E-10,A
1.08E-08,1,1.07165635,-9.05E-11,1.23E-10,1.77E-10,3.06E-10,3.93E-10,A
7.48E-09,1,0.74222125,-6.28E-11,1.23E-10,2.04E-10,2.78E-10,4.20E-10,A
7.91E-09,1,0.784889049,-6.64E-11,1.23E-10,2.01E-10,2.82E-10,4.17E-10,A
1.12E-08,1,1.111347326,-9.38E-11,1.23E-10,1.73E-10,3.09E-10,3.89E-10,A
2.03E-09,1,0.201431703,-1.74E-11,1.23E-10,2.50E-10,2.33E-10,4.66E-10,A
7.60E-09,1,0.754128542,-6.38E-11,1.23E-10,2.03E-10,2.79E-10,4.19E-10,A
7.68E-09,1,0.762066738,-6.45E-11,1.23E-10,2.03E-10,2.80E-10,4.19E-10,A
1.11E-08,1,1.101424582,-9.30E-11,1.23E-10,1.74E-10,3.08E-10,3.90E-10,A
1.77E-09,1,0.175632568,-1.52E-11,1.23E-10,2.52E-10,2.31E-10,4.68E-10,A
8.22E-09,1,0.815649555,-6.90E-11,1.23E-10,1.98E-10,2.84E-10,4.14E-10,A
4.77E-09,1,0.473314888,-4.02E-11,1.23E-10,2.27E-10,2.56E-10,4.43E-10,A
1.08E-08,1,1.07165635,-9.05E-11,1.23E-10,1.77E-10,3.06E-10,3.93E-10,A
1.07E-08,1,1.061733606,-8.97E-11,1.23E-10,1.78E-10,3.05E-10,3.93E-10,A
1.71E-08,1,1.69678922,-1.43E-10,1.23E-10,1.24E-10,3.58E-10,3.40E-10,A
1.12E-08,1,1.111347326,-9.38E-11,1.23E-10,1.73E-10,3.09E-10,3.89E-10,A
4.87E-09,1,0.483237632,-4.11E-11,1.23E-10,2.26E-10,2.56E-10,4.42E-10,A
8.04E-09,1,0.797788616,-6.75E-11,1.23E-10,2.00E-10,2.83E-10,4.16E-10,A
2.06E-09,1,0.204408526,-1.77E-11,1.23E-10,2.50E-10,2.33E-10,4.65E-10,A
8.64E-09,1,0.85732508,-7.25E-11,1.23E-10,1.95E-10,2.88E-10,4.11E-10,A
8.93E-09,1,0.886101037,-7.49E-11,1.23E-10,1.92E-10,2.90E-10,4.08E-10,A
1.51E-08,1,1.498334341,-1.26E-10,1.23E-10,1.41E-10,3.42E-10,3.57E-10,A
1.23E-08,1,1.220497509,-1.03E-10,1.23E-10,1.64E-10,3.18E-10,3.80E-10,A
2.15E-08,1,2.133389955,-1.80E-10,1.23E-10,8.75E-11,3.95E-10,3.03E-10,A
2.42E-09,1,0.240130404,-2.07E-11,1.23E-10,2.47E-10,2.36E-10,4.62E-10,A
1.22E-08,1,1.210574765,-1.02E-10,1.23E-10,1.65E-10,3.18E-10,3.81E-10,A
1.17E-08,1,1.160961045,-9.80E-11,1.23E-10,1.69E-10,3.13E-10,3.85E-10,A
1.48E-08,1,1.468566109,-1.24E-10,1.23E-10,1.43E-10,3.39E-10,3.59E-10,A
1.47E-08,1,1.458643365,-1.23E-10,1.23E-10,1.44E-10,3.38E-10,3.60E-10,A
8.64E-09,1,0.85732508,-7.25E-11,1.23E-10,1.95E-10,2.88E-10,4.11E-10,A
1.50E-08,1,1.488411597,-1.25E-10,1.23E-10,1.42E-10,3.41E-10,3.58E-10,A
1.80E-08,1,1.786093916,-1.50E-10,1.23E-10,1.17E-10,3.66E-10,3.33E-10,A
1.15E-08,1,1.141115558,-9.63E-11,1.23E-10,1.71E-10,3.12E-10,3.87E-10,A
1.49E-08,1,1.478488853,-1.25E-10,1.23E-10,1.43E-10,3.40E-10,3.58E-10,A
2.19E-08,1,2.173080931,-1.83E-10,1.23E-10,8.42E-11,3.98E-10,3.00E-10,A
1.60E-08,1,1.587639037,-1.34E-10,1.23E-10,1.33E-10,3.49E-10,3.49E-10,A
1.61E-08,1,1.597561781,-1.35E-10,1.23E-10,1.33E-10,3.50E-10,3.48E-10,A
1.64E-08,1,1.627330012,-1.37E-10,1.23E-10,1.30E-10,3.53E-10,3.46E-10,A
1.66E-08,1,1.6471755,-1.39E-10,1.23E-10,1.28E-10,3.54E-10,3.44E-10,A
1.02E-08,1,1.012119886,-8.55E-11,1.23E-10,1.82E-10,3.01E-10,3.98E-10,A
1.67E-08,1,1.657098244,-1.40E-10,1.23E-10,1.28E-10,3.55E-10,3.43E-10,A
1.96E-08,1,1.94485782,-1.64E-10,1.23E-10,1.03E-10,3.79E-10,3.19E-10,A
1.62E-08,1,1.607484524,-1.35E-10,1.23E-10,1.32E-10,3.51E-10,3.48E-10,A
1.64E-08,1,1.627330012,-1.37E-10,1.23E-10,1.30E-10,3.53E-10,3.46E-10,A
6.44E-09,1,0.639024712,-5.42E-11,1.23E-10,2.13E-10,2.70E-10,4.29E-10,A
9.86E-09,1,0.978382556,-8.27E-11,1.23E-10,1.85E-10,2.98E-10,4.00E-10,A
1.02E-08,1,1.012119886,-8.55E-11,1.23E-10,1.82E-10,3.01E-10,3.98E-10,A
6.66E-09,1,0.660854749,-5.60E-11,1.23E-10,2.11E-10,2.71E-10,4.27E-10,A
1.01E-08,1,1.002197142,-8.47E-11,1.23E-10,1.83E-10,3.00E-10,3.98E-10,A
9.83E-09,1,0.975405733,-8.24E-11,1.23E-10,1.85E-10,2.98E-10,4.01E-10,A
5.81E-09,1,0.576511425,-4.89E-11,1.23E-10,2.18E-10,2.64E-10,4.34E-10,A
3.01E-09,1,0.298674594,-2.56E-11,1.23E-10,2.42E-10,2.41E-10,4.57E-10,A
-3.54E-10,1,-0.035126514,2.46E-12,1.23E-10,2.70E-10,2.13E-10,4.85E-10,A
5.75E-09,1,0.570557779,-4.84E-11,1.23E-10,2.19E-10,2.64E-10,4.35E-10,A
2.35E-09,1,0.233184483,-2.01E-11,1.23E-10,2.47E-10,2.35E-10,4.63E-10,A
1.19E-08,1,1.180806533,-9.97E-11,1.23E-10,1.68E-10,3.15E-10,3.83E-10,A
2.74E-09,1,0.271883185,-2.33E-11,1.23E-10,2.44E-10,2.39E-10,4.60E-10,A
6.26E-09,1,0.621163773,-5.27E-11,1.23E-10,2.15E-10,2.68E-10,4.30E-10,A
3.23E-09,1,0.32050463,-2.74E-11,1.23E-10,2.40E-10,2.43E-10,4.56E-10,A
6.13E-09,1,0.608264206,-5.16E-11,1.23E-10,2.16E-10,2.67E-10,4.31E-10,A
3.13E-09,1,0.310581887,-2.66E-11,1.23E-10,2.41E-10,2.42E-10,4.56E-10,A
9.29E-09,1,0.921822916,-7.79E-11,1.23E-10,1.89E-10,2.93E-10,4.05E-10,A
6.12E-09,1,0.607271931,-5.15E-11,1.23E-10,2.16E-10,2.67E-10,4.32E-10,A
3.07E-09,1,0.30462824,-2.61E-11,1.23E-10,2.41E-10,2.41E-10,4.57E-10,A
-6.40E-09,1,-0.635055615,5.28E-11,1.23E-10,3.20E-10,1.62E-10,5.36E-10,A
3.32E-09,1,0.3294351,-2.82E-11,1.23E-10,2.39E-10,2.44E-10,4.55E-10,A
6.71E-09,1,0.665816121,-5.64E-11,1.23E-10,2.11E-10,2.72E-10,4.27E-10,A
6.72E-09,1,0.666808395,-5.65E-11,1.23E-10,2.11E-10,2.72E-10,4.27E-10,A
2.98E-09,1,0.295697771,-2.53E-11,1.23E-10,2.42E-10,2.41E-10,4.58E-10,A
2.66E-09,1,0.26394499,-2.27E-11,1.23E-10,2.45E-10,2.38E-10,4.60E-10,A
-3.28E-10,1,-0.0325466,2.24E-12,1.23E-10,2.69E-10,2.13E-10,4.85E-10,A
-3.37E-09,1,-0.334396472,2.76E-11,1.23E-10,2.95E-10,1.88E-10,5.11E-10,A
-3.53E-09,1,-0.350272862,2.89E-11,1.23E-10,2.96E-10,1.86E-10,5.12E-10,A
-3.63E-09,1,-0.360195606,2.98E-11,1.23E-10,2.97E-10,1.86E-10,5.13E-10,A
6.73E-09,1,0.66780067,-5.66E-11,1.23E-10,2.11E-10,2.72E-10,4.26E-10,A
9.56E-11,1,0.009486143,-1.29E-12,1.23E-10,2.66E-10,2.17E-10,4.82E-10,A
5.97E-10,1,0.059238782,-5.47E-12,1.23E-10,2.62E-10,2.21E-10,4.78E-10,A
-2.02E-09,1,-0.200439428,1.63E-11,1.23E-10,2.84E-10,1.99E-10,4.99E-10,A
-5.60E-09,1,-0.555673663,4.62E-11,1.23E-10,3.13E-10,1.69E-10,5.29E-10,A
-2.34E-09,1,-0.232192209,1.90E-11,1.23E-10,2.86E-10,1.96E-10,5.02E-10,A
-5.80E-09,1,-0.575519151,4.78E-11,1.23E-10,3.15E-10,1.68E-10,5.31E-10,A
-8.85E-09,1,-0.878162842,7.33E-11,1.23E-10,3.40E-10,1.42E-10,5.56E-10,A
-5.03E-09,1,-0.499114022,4.14E-11,1.23E-10,3.09E-10,1.74E-10,5.24E-10,A
4.04E-09,1,0.400878857,-3.42E-11,1.23E-10,2.33E-10,2.50E-10,4.49E-10,A
-9.48E-09,1,-0.940676129,7.85E-11,1.23E-10,3.46E-10,1.37E-10,5.62E-10,A
-2.98E-09,1,-0.295697771,2.43E-11,1.23E-10,2.92E-10,1.91E-10,5.07E-10,A
-3.42E-09,1,-0.339357844,2.80E-11,1.23E-10,2.95E-10,1.87E-10,5.11E-10,A
-3.59E-09,1,-0.356226509,2.94E-11,1.23E-10,2.97E-10,1.86E-10,5.12E-10,A
-6.50E-09,1,-0.644978359,5.37E-11,1.23E-10,3.21E-10,1.62E-10,5.37E-10,A
-9.81E-09,1,-0.973421184,8.13E-11,1.23E-10,3.48E-10,1.34E-10,5.64E-10,A
-1.30E-08,1,-1.289956717,1.08E-10,1.23E-10,3.75E-10,1.08E-10,5.91E-10,A
2.76E-11,1,0.002738677,-7.22E-13,1.23E-10,2.66E-10,2.16E-10,4.82E-10,A
3.31E-09,1,0.328442826,-2.81E-11,1.23E-10,2.39E-10,2.43E-10,4.55E-10,A
2.36E-10,1,0.023417676,-2.46E-12,1.23E-10,2.65E-10,2.18E-10,4.81E-10,A
-3.10E-09,1,-0.307605063,2.53E-11,1.23E-10,2.93E-10,1.90E-10,5.08E-10,A
6.38E-09,1,0.633071066,-5.37E-11,1.23E-10,2.14E-10,2.69E-10,4.29E-10,A
2.51E-09,1,0.249060874,-2.14E-11,1.23E-10,2.46E-10,2.37E-10,4.62E-10,A
2.69E-09,1,0.266921813,-2.29E-11,1.23E-10,2.44E-10,2.38E-10,4.60E-10,A
6.40E-09,1,0.635055615,-5.38E-11,1.23E-10,2.13E-10,2.69E-10,4.29E-10,A
6.78E-09,1,0.672762042,-5.70E-11,1.23E-10,2.10E-10,2.72E-10,4.26E-10,A
6.90E-09,1,0.684669335,-5.80E-11,1.23E-10,2.09E-10,2.73E-10,4.25E-10,A
4.06E-09,1,0.402863406,-3.43E-11,1.23E-10,2.33E-10,2.50E-10,4.49E-10,A
1.05E-08,1,1.041888118,-8.80E-11,1.23E-10,1.79E-10,3.03E-10,3.95E-10,A
7.48E-09,1,0.74222125,-6.28E-11,1.23E-10,2.04E-10,2.78E-10,4.20E-10,A
4.40E-09,1,0.436600735,-3.72E-11,1.23E-10,2.30E-10,2.53E-10,4.46E-10,A
-2.42E-09,1,-0.240130404,1.97E-11,1.23E-10,2.87E-10,1.96E-10,5.03E-10,A
3.86E-09,1,0.383017918,-3.27E-11,1.23E-10,2.35E-10,2.48E-10,4.50E-10,A
6.52E-10,1,0.064696291,-5.93E-12,1.23E-10,2.61E-10,2.21E-10,4.77E-10,A
6.17E-10,1,0.06122333,-5.63E-12,1.23E-10,2.62E-10,2.21E-10,4.77E-10,A
4.48E-09,1,0.44453893,-3.78E-11,1.23E-10,2.29E-10,2.53E-10,4.45E-10,A
-2.30E-09,1,-0.228223112,1.87E-11,1.23E-10,2.86E-10,1.97E-10,5.02E-10,A
1.46E-09,1,0.144872062,-1.27E-11,1.23E-10,2.55E-10,2.28E-10,4.70E-10,A
1.08E-08,1,1.07165635,-9.05E-11,1.23E-10,1.77E-10,3.06E-10,3.93E-10,A
4.40E-09,1,0.436600735,-3.72E-11,1.23E-10,2.30E-10,2.53E-10,4.46E-10,A
1.09E-08,1,1.081579094,-9.13E-11,1.23E-10,1.76E-10,3.07E-10,3.92E-10,A
3.76E-09,1,0.373095174,-3.18E-11,1.23E-10,2.35E-10,2.47E-10,4.51E-10,A
2.61E-10,1,0.025898362,-2.67E-12,1.23E-10,2.64E-10,2.18E-10,4.80E-10,A
3.33E-09,1,0.330427374,-2.82E-11,1.23E-10,2.39E-10,2.44E-10,4.55E-10,A
1.01E-08,1,1.002197142,-8.47E-11,1.23E-10,1.83E-10,3.00E-10,3.98E-10,A
1.03E-09,1,0.102204263,-9.07E-12,1.23E-10,2.58E-10,2.24E-10,4.74E-10,A
1.04E-08,1,1.031965374,-8.72E-11,1.23E-10,1.80E-10,3.03E-10,3.96E-10,A
1.41E-08,1,1.399106901,-1.18E-10,1.23E-10,1.49E-10,3.33E-10,3.65E-10,A
1.45E-08,1,1.438797877,-1.21E-10,1.23E-10,1.46E-10,3.37E-10,3.62E-10,A
1.15E-08,1,1.141115558,-9.63E-11,1.23E-10,1.71E-10,3.12E-10,3.87E-10,A
7.56E-09,1,0.750159445,-6.35E-11,1.23E-10,2.04E-10,2.79E-10,4.20E-10,A
7.94E-09,1,0.787865872,-6.67E-11,1.23E-10,2.01E-10,2.82E-10,4.16E-10,A
7.60E-09,1,0.754128542,-6.38E-11,1.23E-10,2.03E-10,2.79E-10,4.19E-10,A
7.29E-09,1,0.723368036,-6.12E-11,1.23E-10,2.06E-10,2.77E-10,4.22E-10,A
1.11E-08,1,1.101424582,-9.30E-11,1.23E-10,1.74E-10,3.08E-10,3.90E-10,A
7.65E-09,1,0.759089914,-6.42E-11,1.23E-10,2.03E-10,2.80E-10,4.19E-10,A
1.45E-08,1,1.438797877,-1.21E-10,1.23E-10,1.46E-10,3.37E-10,3.62E-10,A
1.80E-08,1,1.786093916,-1.50E-10,1.23E-10,1.17E-10,3.66E-10,3.33E-10,A
1.12E-08,1,1.111347326,-9.38E-11,1.23E-10,1.73E-10,3.09E-10,3.89E-10,A
7.88E-09,1,0.781912225,-6.62E-11,1.23E-10,2.01E-10,2.82E-10,4.17E-10,A
1.43E-08,1,1.418952389,-1.20E-10,1.23E-10,1.48E-10,3.35E-10,3.63E-10,A
4.15E-09,1,0.411793875,-3.51E-11,1.23E-10,2.32E-10,2.50E-10,4.48E-10,A
4.65E-09,1,0.461407595,-3.92E-11,1.23E-10,2.28E-10,2.55E-10,4.44E-10,A
1.12E-08,1,1.111347326,-9.38E-11,1.23E-10,1.73E-10,3.09E-10,3.89E-10,A
7.81E-09,1,0.774966305,-6.56E-11,1.23E-10,2.02E-10,2.81E-10,4.17E-10,A
1.45E-08,1,1.438797877,-1.21E-10,1.23E-10,1.46E-10,3.37E-10,3.62E-10,A
1.46E-08,1,1.448720621,-1.22E-10,1.23E-10,1.45E-10,3.37E-10,3.61E-10,A
1.51E-09,1,0.149833434,-1.31E-11,1.23E-10,2.54E-10,2.28E-10,4.70E-10,A
-1.44E-09,1,-0.142887513,1.15E-11,1.23E-10,2.79E-10,2.04E-10,4.95E-10,A
-1.50E-09,1,-0.14884116,1.20E-11,1.23E-10,2.79E-10,2.03E-10,4.95E-10,A
5.49E-09,1,0.544758644,-4.62E-11,1.23E-10,2.21E-10,2.62E-10,4.37E-10,A
-1.19E-09,1,-0.118080653,9.42E-12,1.23E-10,2.77E-10,2.06E-10,4.92E-10,A
2.71E-09,1,0.268906362,-2.31E-11,1.23E-10,2.44E-10,2.38E-10,4.60E-10,A
-5.92E-11,1,-0.005874264,1.67E-15,1.23E-10,2.67E-10,2.15E-10,4.83E-10,A
-4.18E-09,1,-0.414770698,3.43E-11,1.23E-10,3.02E-10,1.81E-10,5.17E-10,A
-1.06E-08,1,-1.051810862,8.78E-11,1.23E-10,3.55E-10,1.27E-10,5.71E-10,A
-4.67E-09,1,-0.463392144,3.84E-11,1.23E-10,3.06E-10,1.77E-10,5.21E-10,A
1.56E-09,1,0.154794806,-1.35E-11,1.23E-10,2.54E-10,2.29E-10,4.70E-10,A
1.19E-09,1,0.118080653,-1.04E-11,1.23E-10,2.57E-10,2.26E-10,4.73E-10,A
-2.28E-09,1,-0.226238563,1.85E-11,1.23E-10,2.86E-10,1.97E-10,5.02E-10,A
-5.45E-09,1,-0.540789547,4.49E-11,1.23E-10,3.12E-10,1.70E-10,5.28E-10,A
4.84E-09,1,0.480260809,-4.08E-11,1.23E-10,2.26E-10,2.56E-10,4.42E-10,A
